timestamp,location,vehicle_count,average_speed_kmph,traffic_condition,weather
2026-01-17 22:49:00,Oddanchatram Road,16,34.72,Moderate,Clear
2026-01-17 23:02:00,Batlagundu Road,145,16.17,Moderate,Cloudy
2026-01-17 23:06:00,Oddanchatram Road,16,56.39,Jam,Rainy
2026-01-17 23:16:00,SPM Nagar,107,33.94,Jam,Clear
2026-01-17 23:23:00,Palani Road,116,39.46,Heavy,Rainy
2026-01-17 23:26:00,Dindigul Bus Stand,184,16.37,Free Flow,Cloudy
2026-01-17 23:37:00,Trichy Road,17,43.89,Moderate,Cloudy
2026-01-17 23:37:00,Dindigul Bus Stand,109,46.48,Moderate,Rainy
2026-01-17 23:38:00,RM Colony,65,57.18,Jam,Cloudy
2026-01-17 23:39:00,Nagalk Nagar,45,39.81,Moderate,Clear
2026-01-17 23:41:00,Natham Road,26,36.99,Jam,Rainy
2026-01-17 23:42:00,Trichy Road,195,50.28,Heavy,Clear
2026-01-17 23:45:00,Batlagundu Road,53,62.47,Free Flow,Rainy
2026-01-17 23:56:00,SPM Nagar,87,26.84,Free Flow,Rainy
2026-01-18 00:13:00,Trichy Road,103,17.84,Moderate,Rainy
2026-01-18 00:40:00,Dindigul Bus Stand,104,62.3,Moderate,Clear
2026-01-18 00:44:00,Natham Road,195,58.33,Heavy,Clear
2026-01-18 00:49:00,Dindigul Bus Stand,103,39.14,Free Flow,Clear
2026-01-18 00:50:00,Begampur,39,32.35,Heavy,Clear
2026-01-18 00:51:00,Nagalk Nagar,91,42.63,Heavy,Cloudy
2026-01-18 01:01:00,Dindigul Bus Stand,141,45.9,Heavy,Clear
2026-01-18 01:06:00,Dindigul Bus Stand,35,20.31,Free Flow,Rainy
2026-01-18 01:13:00,Natham Road,126,21.49,Free Flow,Cloudy
2026-01-18 01:14:00,Natham Road,121,15.45,Free Flow,Clear
2026-01-18 01:15:00,RM Colony,65,28.75,Free Flow,Rainy
2026-01-18 01:17:00,Trichy Road,165,69.43,Moderate,Rainy
2026-01-18 01:22:00,Nagalk Nagar,10,27.83,Free Flow,Rainy
2026-01-18 01:25:00,Natham Road,57,28.54,Moderate,Rainy
2026-01-18 01:35:00,Batlagundu Road,23,51.81,Jam,Clear
2026-01-18 01:48:00,Oddanchatram Road,194,36.58,Jam,Clear
2026-01-18 02:08:00,RM Colony,135,53.11,Moderate,Cloudy
2026-01-18 02:35:00,SPM Nagar,110,18.96,Moderate,Clear
2026-01-18 02:38:00,SPM Nagar,11,52.05,Heavy,Cloudy
2026-01-18 02:48:00,Dindigul Bus Stand,188,34.69,Heavy,Cloudy
2026-01-18 02:50:00,Palani Road,45,38.61,Moderate,Rainy
2026-01-18 02:54:00,SPM Nagar,192,24.03,Jam,Clear
2026-01-18 03:01:00,Palani Road,142,19.21,Jam,Cloudy
2026-01-18 03:06:00,Dindigul Bus Stand,199,55.8,Moderate,Cloudy
2026-01-18 03:07:00,Trichy Road,171,35.83,Free Flow,Clear
2026-01-18 03:16:00,SPM Nagar,69,17.73,Heavy,Rainy
2026-01-18 03:25:00,SPM Nagar,177,46.31,Heavy,Rainy
2026-01-18 03:41:00,Dindigul Bus Stand,128,60.12,Jam,Cloudy
2026-01-18 03:50:00,SPM Nagar,160,19.49,Moderate,Clear
2026-01-18 03:56:00,Natham Road,74,17.52,Jam,Clear
2026-01-18 04:00:00,Trichy Road,77,31.55,Jam,Cloudy
2026-01-18 04:04:00,Nagalk Nagar,23,35.1,Heavy,Clear
2026-01-18 04:12:00,Trichy Road,137,47.33,Free Flow,Cloudy
2026-01-18 04:16:00,Natham Road,33,32.79,Jam,Clear
2026-01-18 04:28:00,Batlagundu Road,85,42.05,Moderate,Cloudy
2026-01-18 04:47:00,Dindigul Bus Stand,11,43.82,Moderate,Clear
2026-01-18 04:53:00,Oddanchatram Road,186,46.77,Free Flow,Cloudy
2026-01-18 05:04:00,Dindigul Bus Stand,111,27.37,Moderate,Clear
2026-01-18 05:14:00,Natham Road,55,17.7,Free Flow,Cloudy
2026-01-18 05:24:00,Oddanchatram Road,10,64.44,Free Flow,Clear
2026-01-18 05:25:00,Oddanchatram Road,110,45.87,Heavy,Cloudy
2026-01-18 05:28:00,SPM Nagar,92,68.55,Jam,Rainy
2026-01-18 05:34:00,Nagalk Nagar,159,44.86,Jam,Clear
2026-01-18 05:37:00,RM Colony,185,37.86,Moderate,Rainy
2026-01-18 05:39:00,Nagalk Nagar,87,64.53,Heavy,Rainy
2026-01-18 05:39:00,Begampur,49,25.98,Moderate,Rainy
2026-01-18 05:39:00,Oddanchatram Road,118,64.23,Free Flow,Rainy
2026-01-18 05:51:00,Oddanchatram Road,46,60.98,Jam,Clear
2026-01-18 06:10:00,SPM Nagar,131,69.94,Jam,Rainy
2026-01-18 06:10:00,Batlagundu Road,187,47.08,Heavy,Rainy
2026-01-18 06:12:00,Palani Road,122,21.97,Heavy,Cloudy
2026-01-18 06:12:00,Natham Road,36,36.52,Free Flow,Rainy
2026-01-18 06:59:00,Palani Road,41,50.18,Heavy,Rainy
2026-01-18 07:00:00,RM Colony,168,44.89,Jam,Cloudy
2026-01-18 07:02:00,RM Colony,193,20.7,Moderate,Rainy
2026-01-18 07:12:00,Oddanchatram Road,26,47.74,Free Flow,Cloudy
2026-01-18 07:12:00,Dindigul Bus Stand,76,45.7,Jam,Rainy
2026-01-18 07:20:00,Palani Road,50,19.22,Moderate,Clear
2026-01-18 07:50:00,Begampur,191,51.23,Heavy,Cloudy
2026-01-18 07:52:00,Palani Road,158,25.66,Free Flow,Clear
2026-01-18 07:59:00,Nagalk Nagar,130,59.76,Free Flow,Clear
2026-01-18 08:12:00,SPM Nagar,28,51.5,Heavy,Rainy
2026-01-18 08:13:00,SPM Nagar,155,46.31,Heavy,Clear
2026-01-18 08:34:00,SPM Nagar,164,20.68,Jam,Clear
2026-01-18 08:40:00,Natham Road,22,50.24,Free Flow,Clear
2026-01-18 08:42:00,Nagalk Nagar,61,20.07,Jam,Clear
2026-01-18 08:45:00,Begampur,49,23.06,Moderate,Rainy
2026-01-18 08:50:00,SPM Nagar,178,68.29,Heavy,Rainy
2026-01-18 09:12:00,Oddanchatram Road,70,15.06,Jam,Clear
2026-01-18 09:13:00,Begampur,149,45.69,Jam,Cloudy
2026-01-18 09:14:00,Batlagundu Road,97,26.94,Jam,Rainy
2026-01-18 09:20:00,Dindigul Bus Stand,105,52.61,Heavy,Clear
2026-01-18 09:31:00,Palani Road,158,64.49,Jam,Clear
2026-01-18 09:39:00,Trichy Road,151,47.83,Heavy,Cloudy
2026-01-18 09:45:00,Nagalk Nagar,16,56.99,Free Flow,Rainy
2026-01-18 10:00:00,Nagalk Nagar,58,46.41,Moderate,Clear
2026-01-18 10:01:00,Trichy Road,194,63.43,Moderate,Clear
2026-01-18 10:29:00,Begampur,26,48.67,Free Flow,Clear
2026-01-18 10:50:00,Trichy Road,89,28.51,Moderate,Cloudy
2026-01-18 10:52:00,Palani Road,169,38.55,Moderate,Clear
2026-01-18 11:20:00,Oddanchatram Road,160,48.61,Jam,Cloudy
2026-01-18 11:20:00,Nagalk Nagar,137,20.62,Free Flow,Rainy
2026-01-18 11:20:00,Batlagundu Road,81,31.2,Free Flow,Rainy
2026-01-18 11:25:00,Begampur,112,41.32,Free Flow,Cloudy
2026-01-18 11:38:00,Palani Road,155,49.45,Moderate,Rainy
2026-01-18 11:40:00,Batlagundu Road,154,39.97,Moderate,Cloudy
2026-01-18 11:41:00,Trichy Road,179,45.4,Free Flow,Cloudy
2026-01-18 11:49:00,Batlagundu Road,45,57.12,Moderate,Rainy
2026-01-18 12:15:00,Dindigul Bus Stand,42,32.21,Heavy,Clear
2026-01-18 12:28:00,Palani Road,163,65.83,Heavy,Rainy
2026-01-18 12:30:00,Trichy Road,60,18.15,Moderate,Rainy
2026-01-18 12:44:00,Dindigul Bus Stand,124,38.57,Jam,Clear
2026-01-18 12:49:00,Oddanchatram Road,127,23.93,Heavy,Cloudy
2026-01-18 13:02:00,Palani Road,35,66.43,Jam,Rainy
2026-01-18 13:12:00,Trichy Road,92,69.19,Moderate,Rainy
2026-01-18 13:15:00,Palani Road,55,62.33,Free Flow,Clear
2026-01-18 13:19:00,Palani Road,28,47.73,Jam,Rainy
2026-01-18 13:23:00,SPM Nagar,185,69.47,Moderate,Cloudy
2026-01-18 13:24:00,Dindigul Bus Stand,192,54.35,Jam,Cloudy
2026-01-18 13:44:00,Nagalk Nagar,19,16.51,Free Flow,Cloudy
2026-01-18 13:44:00,Trichy Road,191,35.91,Heavy,Rainy
2026-01-18 14:00:00,Dindigul Bus Stand,96,38.68,Jam,Clear
2026-01-18 14:06:00,Nagalk Nagar,113,23.76,Heavy,Cloudy
2026-01-18 14:06:00,Trichy Road,94,40.14,Heavy,Clear
2026-01-18 14:41:00,Begampur,108,25.81,Free Flow,Rainy
2026-01-18 14:46:00,Natham Road,103,54.15,Free Flow,Cloudy
2026-01-18 14:47:00,SPM Nagar,149,50.21,Heavy,Rainy
2026-01-18 14:49:00,RM Colony,114,57.29,Heavy,Cloudy
2026-01-18 14:57:00,SPM Nagar,43,49.45,Heavy,Clear
2026-01-18 15:03:00,Palani Road,154,18.96,Moderate,Cloudy
2026-01-18 15:04:00,Nagalk Nagar,26,35.14,Heavy,Rainy
2026-01-18 15:07:00,Begampur,88,15.46,Moderate,Cloudy
2026-01-18 15:11:00,Trichy Road,18,47.24,Jam,Clear
2026-01-18 15:13:00,Nagalk Nagar,50,51.76,Jam,Cloudy
2026-01-18 15:20:00,Palani Road,180,15.05,Free Flow,Cloudy
2026-01-18 15:24:00,Begampur,197,38.9,Jam,Rainy
2026-01-18 15:25:00,Batlagundu Road,62,45.39,Jam,Clear
2026-01-18 15:29:00,SPM Nagar,159,30.74,Heavy,Rainy
2026-01-18 15:31:00,Nagalk Nagar,56,26.31,Heavy,Clear
2026-01-18 15:41:00,Nagalk Nagar,141,25.33,Free Flow,Cloudy
2026-01-18 15:51:00,Trichy Road,45,63.48,Moderate,Cloudy
2026-01-18 15:54:00,RM Colony,38,67.23,Jam,Clear
2026-01-18 16:16:00,RM Colony,126,68.99,Jam,Clear
2026-01-18 16:26:00,Dindigul Bus Stand,124,25.91,Jam,Cloudy
2026-01-18 16:43:00,RM Colony,89,57.4,Free Flow,Cloudy
2026-01-18 17:11:00,Natham Road,151,24.9,Heavy,Cloudy
2026-01-18 17:23:00,Dindigul Bus Stand,122,55.03,Moderate,Clear
2026-01-18 17:31:00,SPM Nagar,157,40.07,Free Flow,Cloudy
2026-01-18 17:43:00,RM Colony,141,43.69,Moderate,Cloudy
2026-01-18 18:00:00,Oddanchatram Road,180,15.39,Jam,Clear
2026-01-18 18:07:00,Begampur,35,34.13,Free Flow,Cloudy
2026-01-18 18:41:00,Begampur,65,38.17,Moderate,Rainy
2026-01-18 18:42:00,Begampur,59,62.46,Jam,Cloudy
2026-01-18 18:45:00,Palani Road,96,37.28,Jam,Clear
2026-01-18 18:49:00,Begampur,58,41.01,Jam,Rainy
2026-01-18 18:49:00,Begampur,63,28.85,Free Flow,Clear
2026-01-18 18:51:00,Oddanchatram Road,196,39.53,Jam,Cloudy
2026-01-18 18:58:00,SPM Nagar,151,58.21,Jam,Cloudy
2026-01-18 19:20:00,Natham Road,133,40.26,Heavy,Cloudy
2026-01-18 19:21:00,RM Colony,53,61.38,Heavy,Clear
2026-01-18 19:54:00,Palani Road,13,69.92,Jam,Rainy
2026-01-18 20:01:00,Nagalk Nagar,69,41.98,Free Flow,Cloudy
2026-01-18 20:17:00,Dindigul Bus Stand,48,26.47,Jam,Rainy
2026-01-18 20:23:00,Dindigul Bus Stand,186,23.55,Heavy,Clear
2026-01-18 20:24:00,Begampur,162,49.95,Moderate,Clear
2026-01-18 21:05:00,RM Colony,161,28.52,Free Flow,Rainy
2026-01-18 21:06:00,Batlagundu Road,193,22.91,Heavy,Clear
2026-01-18 21:17:00,Oddanchatram Road,62,50.38,Free Flow,Cloudy
2026-01-18 21:20:00,Trichy Road,57,56.13,Heavy,Rainy
2026-01-18 21:21:00,RM Colony,99,66.23,Moderate,Rainy
2026-01-18 21:21:00,Begampur,183,36.56,Moderate,Clear
2026-01-18 21:27:00,Palani Road,177,63.34,Jam,Clear
2026-01-18 21:35:00,RM Colony,19,40.54,Jam,Rainy
2026-01-18 21:54:00,Dindigul Bus Stand,143,22.27,Moderate,Clear
2026-01-18 22:08:00,Oddanchatram Road,148,22.76,Jam,Cloudy
2026-01-18 22:42:00,Begampur,184,59.77,Free Flow,Clear
2026-01-18 22:46:00,Batlagundu Road,36,29.48,Jam,Clear
2026-01-18 22:49:00,Batlagundu Road,66,37.0,Heavy,Cloudy
2026-01-18 22:53:00,Palani Road,164,59.09,Jam,Clear
2026-01-18 23:10:00,Batlagundu Road,62,66.52,Moderate,Rainy
2026-01-18 23:15:00,Batlagundu Road,120,56.64,Heavy,Cloudy
2026-01-18 23:21:00,RM Colony,173,61.88,Jam,Clear
2026-01-18 23:31:00,Natham Road,111,68.64,Heavy,Cloudy
2026-01-18 23:46:00,Trichy Road,76,47.98,Jam,Rainy
2026-01-18 23:51:00,RM Colony,170,57.72,Heavy,Cloudy
2026-01-19 00:06:00,Natham Road,108,18.82,Moderate,Cloudy
2026-01-19 00:17:00,Nagalk Nagar,157,55.29,Free Flow,Rainy
2026-01-19 00:23:00,Trichy Road,152,51.42,Jam,Cloudy
2026-01-19 00:28:00,Palani Road,127,24.85,Free Flow,Clear
2026-01-19 00:32:00,Batlagundu Road,142,21.9,Free Flow,Cloudy
2026-01-19 00:40:00,Begampur,162,27.85,Heavy,Clear
2026-01-19 01:17:00,RM Colony,114,61.27,Heavy,Rainy
2026-01-19 01:28:00,Dindigul Bus Stand,129,57.63,Free Flow,Clear
2026-01-19 01:49:00,Dindigul Bus Stand,52,53.31,Heavy,Clear
2026-01-19 01:56:00,Begampur,78,39.87,Jam,Clear
2026-01-19 02:02:00,Batlagundu Road,112,66.73,Jam,Rainy
2026-01-19 02:04:00,Nagalk Nagar,139,42.26,Heavy,Rainy
2026-01-19 02:04:00,Begampur,111,63.81,Jam,Cloudy
2026-01-19 02:08:00,Begampur,81,55.84,Moderate,Clear
2026-01-19 02:18:00,SPM Nagar,90,61.3,Moderate,Clear
2026-01-19 02:49:00,Dindigul Bus Stand,13,35.06,Jam,Cloudy
2026-01-19 03:28:00,Begampur,114,39.45,Jam,Cloudy
2026-01-19 03:29:00,RM Colony,185,55.44,Moderate,Cloudy
2026-01-19 04:06:00,Palani Road,65,34.27,Heavy,Rainy
2026-01-19 04:32:00,SPM Nagar,127,65.41,Heavy,Clear
2026-01-19 04:40:00,Dindigul Bus Stand,158,21.79,Jam,Rainy
2026-01-19 04:45:00,SPM Nagar,10,31.38,Free Flow,Cloudy
2026-01-19 04:49:00,Begampur,122,63.37,Moderate,Rainy
2026-01-19 04:54:00,SPM Nagar,27,23.58,Heavy,Rainy
2026-01-19 05:00:00,Begampur,77,40.77,Jam,Clear
2026-01-19 05:03:00,Batlagundu Road,21,26.26,Jam,Cloudy
2026-01-19 05:09:00,SPM Nagar,81,57.56,Moderate,Clear
2026-01-19 05:19:00,Batlagundu Road,54,28.75,Free Flow,Rainy
2026-01-19 05:23:00,Nagalk Nagar,102,40.31,Free Flow,Cloudy
2026-01-19 05:28:00,Nagalk Nagar,19,61.57,Jam,Cloudy
2026-01-19 05:28:00,Begampur,154,24.88,Jam,Cloudy
2026-01-19 05:28:00,Nagalk Nagar,181,30.62,Free Flow,Clear
2026-01-19 05:49:00,Oddanchatram Road,180,55.79,Heavy,Clear
2026-01-19 05:58:00,Palani Road,86,67.92,Heavy,Clear
2026-01-19 06:01:00,Palani Road,175,63.66,Free Flow,Rainy
2026-01-19 06:17:00,SPM Nagar,95,47.8,Moderate,Rainy
2026-01-19 06:17:00,Dindigul Bus Stand,35,27.51,Free Flow,Rainy
2026-01-19 06:22:00,SPM Nagar,22,51.1,Jam,Cloudy
2026-01-19 06:22:00,Palani Road,76,40.74,Jam,Clear
2026-01-19 06:24:00,SPM Nagar,194,55.78,Heavy,Cloudy
2026-01-19 06:29:00,Batlagundu Road,17,69.15,Heavy,Rainy
2026-01-19 06:45:00,Begampur,165,46.24,Free Flow,Rainy
2026-01-19 06:45:00,Natham Road,120,50.47,Jam,Clear
2026-01-19 06:58:00,Natham Road,51,22.03,Free Flow,Rainy
2026-01-19 07:11:00,SPM Nagar,108,62.77,Moderate,Clear
2026-01-19 07:14:00,RM Colony,100,53.84,Heavy,Cloudy
2026-01-19 07:21:00,Nagalk Nagar,100,56.59,Heavy,Clear
2026-01-19 07:22:00,Nagalk Nagar,47,18.79,Jam,Rainy
2026-01-19 07:29:00,Begampur,177,59.59,Heavy,Cloudy
2026-01-19 07:31:00,SPM Nagar,108,22.66,Heavy,Cloudy
2026-01-19 07:38:00,Batlagundu Road,90,54.6,Heavy,Rainy
2026-01-19 07:41:00,Oddanchatram Road,198,66.37,Jam,Clear
2026-01-19 07:45:00,Nagalk Nagar,178,43.23,Heavy,Clear
2026-01-19 07:47:00,Dindigul Bus Stand,35,39.16,Moderate,Rainy
2026-01-19 08:05:00,Dindigul Bus Stand,11,60.55,Free Flow,Clear
2026-01-19 08:21:00,RM Colony,43,61.37,Jam,Cloudy
2026-01-19 08:25:00,Batlagundu Road,157,45.13,Jam,Rainy
2026-01-19 08:30:00,Oddanchatram Road,199,62.02,Jam,Clear
2026-01-19 08:33:00,Trichy Road,129,47.75,Heavy,Rainy
2026-01-19 08:38:00,SPM Nagar,38,29.08,Free Flow,Rainy
2026-01-19 08:47:00,SPM Nagar,131,61.65,Moderate,Rainy
2026-01-19 08:51:00,Nagalk Nagar,74,16.74,Heavy,Cloudy
2026-01-19 09:09:00,Palani Road,96,32.0,Free Flow,Clear
2026-01-19 09:13:00,Dindigul Bus Stand,170,37.68,Heavy,Cloudy
2026-01-19 09:20:00,Dindigul Bus Stand,10,38.94,Heavy,Rainy
2026-01-19 09:29:00,Palani Road,147,40.36,Free Flow,Clear
2026-01-19 09:40:00,Nagalk Nagar,35,22.0,Moderate,Clear
2026-01-19 09:46:00,Trichy Road,192,49.9,Heavy,Clear
2026-01-19 10:05:00,SPM Nagar,36,63.08,Jam,Rainy
2026-01-19 10:10:00,Oddanchatram Road,183,62.11,Moderate,Clear
2026-01-19 10:33:00,Trichy Road,20,22.2,Jam,Clear
2026-01-19 10:34:00,Dindigul Bus Stand,30,59.88,Heavy,Cloudy
2026-01-19 10:50:00,Dindigul Bus Stand,114,38.61,Jam,Rainy
2026-01-19 10:52:00,RM Colony,138,30.58,Moderate,Clear
2026-01-19 10:52:00,SPM Nagar,45,58.85,Free Flow,Cloudy
2026-01-19 11:02:00,Natham Road,194,37.36,Jam,Rainy
2026-01-19 11:04:00,Oddanchatram Road,80,28.26,Free Flow,Clear
2026-01-19 11:04:00,Dindigul Bus Stand,194,39.78,Moderate,Rainy
2026-01-19 11:24:00,Trichy Road,192,43.17,Moderate,Clear
2026-01-19 11:29:00,SPM Nagar,74,69.88,Moderate,Cloudy
2026-01-19 11:39:00,Palani Road,80,46.97,Moderate,Rainy
2026-01-19 11:40:00,Oddanchatram Road,134,41.06,Free Flow,Rainy
2026-01-19 11:41:00,Nagalk Nagar,130,50.28,Free Flow,Rainy
2026-01-19 11:49:00,Palani Road,159,57.2,Moderate,Rainy
2026-01-19 11:50:00,Oddanchatram Road,163,18.29,Jam,Rainy
2026-01-19 11:50:00,RM Colony,30,65.48,Free Flow,Rainy
2026-01-19 11:57:00,Dindigul Bus Stand,96,54.44,Free Flow,Cloudy
2026-01-19 11:57:00,Nagalk Nagar,121,41.87,Heavy,Clear
2026-01-19 12:00:00,SPM Nagar,61,16.45,Heavy,Cloudy
2026-01-19 12:05:00,Natham Road,74,48.43,Jam,Clear
2026-01-19 12:06:00,Natham Road,84,51.25,Moderate,Clear
2026-01-19 12:12:00,Dindigul Bus Stand,164,61.43,Free Flow,Clear
2026-01-19 12:15:00,RM Colony,80,48.71,Moderate,Clear
2026-01-19 12:15:00,Dindigul Bus Stand,76,56.33,Jam,Rainy
2026-01-19 12:17:00,Natham Road,61,64.4,Moderate,Rainy
2026-01-19 12:21:00,Palani Road,99,22.68,Jam,Rainy
2026-01-19 12:43:00,Begampur,55,40.07,Jam,Clear
2026-01-19 12:50:00,Oddanchatram Road,102,68.18,Jam,Clear
2026-01-19 13:03:00,Dindigul Bus Stand,31,15.32,Moderate,Cloudy
2026-01-19 13:27:00,Natham Road,78,24.05,Jam,Clear
2026-01-19 13:29:00,Natham Road,100,40.79,Heavy,Rainy
2026-01-19 13:35:00,Nagalk Nagar,134,57.71,Jam,Clear
2026-01-19 13:59:00,Oddanchatram Road,124,33.79,Moderate,Cloudy
2026-01-19 14:00:00,Begampur,36,41.11,Jam,Clear
2026-01-19 14:05:00,Oddanchatram Road,96,35.68,Jam,Cloudy
2026-01-19 14:05:00,Oddanchatram Road,147,26.75,Jam,Cloudy
2026-01-19 14:14:00,SPM Nagar,18,64.03,Moderate,Cloudy
2026-01-19 14:31:00,Nagalk Nagar,87,52.01,Jam,Clear
2026-01-19 14:34:00,Natham Road,41,64.11,Free Flow,Clear
2026-01-19 15:11:00,Nagalk Nagar,180,16.42,Free Flow,Clear
2026-01-19 15:16:00,Begampur,22,62.29,Jam,Cloudy
2026-01-19 15:17:00,RM Colony,183,51.44,Moderate,Cloudy
2026-01-19 15:26:00,Oddanchatram Road,37,57.68,Moderate,Rainy
2026-01-19 15:38:00,Oddanchatram Road,131,17.42,Moderate,Clear
2026-01-19 15:54:00,Batlagundu Road,124,53.38,Jam,Clear
2026-01-19 16:04:00,Batlagundu Road,11,60.42,Heavy,Clear
2026-01-19 16:27:00,Trichy Road,116,66.9,Jam,Rainy
2026-01-19 16:39:00,Palani Road,174,39.43,Moderate,Clear
2026-01-19 16:57:00,Palani Road,11,42.36,Heavy,Rainy
2026-01-19 16:57:00,Batlagundu Road,53,62.44,Jam,Rainy
2026-01-19 17:15:00,Trichy Road,39,24.81,Moderate,Rainy
2026-01-19 17:16:00,RM Colony,156,46.56,Moderate,Clear
2026-01-19 17:44:00,Nagalk Nagar,196,25.58,Jam,Cloudy
2026-01-19 17:51:00,Trichy Road,164,57.54,Free Flow,Clear
2026-01-19 17:59:00,RM Colony,54,50.82,Free Flow,Rainy
2026-01-19 18:09:00,RM Colony,123,62.75,Heavy,Clear
2026-01-19 18:23:00,Palani Road,73,48.85,Moderate,Clear
2026-01-19 18:30:00,Begampur,147,44.17,Heavy,Cloudy
2026-01-19 18:34:00,Batlagundu Road,153,69.36,Jam,Cloudy
2026-01-19 18:50:00,Natham Road,30,69.77,Free Flow,Clear
2026-01-19 19:04:00,Palani Road,93,20.18,Moderate,Cloudy
2026-01-19 19:39:00,Nagalk Nagar,177,63.84,Heavy,Rainy
2026-01-19 19:48:00,RM Colony,181,58.28,Heavy,Rainy
2026-01-19 20:05:00,Begampur,36,30.86,Moderate,Rainy
2026-01-19 20:23:00,Begampur,147,27.78,Free Flow,Cloudy
2026-01-19 20:29:00,Dindigul Bus Stand,90,62.23,Moderate,Clear
2026-01-19 20:30:00,SPM Nagar,85,66.87,Jam,Clear
2026-01-19 20:30:00,Natham Road,55,42.44,Free Flow,Clear
2026-01-19 20:36:00,Palani Road,54,18.41,Moderate,Rainy
2026-01-19 21:03:00,SPM Nagar,12,55.91,Free Flow,Clear
2026-01-19 21:14:00,Batlagundu Road,199,44.84,Free Flow,Rainy
2026-01-19 21:21:00,Trichy Road,62,50.28,Moderate,Clear
2026-01-19 21:33:00,SPM Nagar,140,61.49,Moderate,Clear
2026-01-19 21:55:00,Nagalk Nagar,19,64.25,Free Flow,Clear
2026-01-19 21:56:00,Palani Road,24,50.22,Moderate,Cloudy
2026-01-19 22:08:00,Nagalk Nagar,84,23.5,Moderate,Clear
2026-01-19 22:12:00,RM Colony,109,30.97,Jam,Cloudy
2026-01-19 22:16:00,Begampur,74,67.11,Moderate,Rainy
2026-01-19 22:17:00,Natham Road,152,36.0,Jam,Rainy
2026-01-19 22:28:00,Dindigul Bus Stand,57,59.08,Free Flow,Clear
2026-01-19 22:33:00,Dindigul Bus Stand,187,60.19,Moderate,Clear
2026-01-19 22:53:00,Begampur,186,37.77,Moderate,Rainy
2026-01-19 22:57:00,Dindigul Bus Stand,105,45.78,Moderate,Rainy
2026-01-19 23:13:00,SPM Nagar,11,57.89,Heavy,Cloudy
2026-01-19 23:18:00,RM Colony,71,51.37,Moderate,Clear
2026-01-19 23:40:00,Oddanchatram Road,107,23.65,Moderate,Cloudy
2026-01-19 23:50:00,SPM Nagar,143,42.93,Moderate,Rainy
2026-01-19 23:52:00,Batlagundu Road,133,47.93,Heavy,Clear
2026-01-19 23:53:00,RM Colony,162,38.52,Moderate,Rainy
2026-01-19 23:53:00,SPM Nagar,153,17.93,Heavy,Clear
2026-01-19 23:54:00,Batlagundu Road,70,28.34,Heavy,Cloudy
2026-01-20 00:16:00,Nagalk Nagar,178,45.12,Heavy,Rainy
2026-01-20 00:23:00,Nagalk Nagar,86,32.76,Free Flow,Cloudy
2026-01-20 00:24:00,Natham Road,189,44.46,Heavy,Cloudy
2026-01-20 00:27:00,SPM Nagar,123,26.79,Moderate,Clear
2026-01-20 00:38:00,Nagalk Nagar,157,43.78,Heavy,Cloudy
2026-01-20 00:45:00,Palani Road,185,60.09,Jam,Rainy
2026-01-20 00:47:00,RM Colony,176,25.72,Jam,Rainy
2026-01-20 00:54:00,Natham Road,151,52.95,Moderate,Rainy
2026-01-20 01:09:00,Begampur,102,60.79,Free Flow,Rainy
2026-01-20 01:23:00,Nagalk Nagar,161,40.23,Jam,Cloudy
2026-01-20 01:25:00,Dindigul Bus Stand,14,55.06,Moderate,Clear
2026-01-20 01:33:00,Trichy Road,193,57.01,Moderate,Rainy
2026-01-20 01:44:00,Nagalk Nagar,107,19.27,Jam,Rainy
2026-01-20 01:50:00,Batlagundu Road,122,64.59,Moderate,Clear
2026-01-20 02:09:00,Nagalk Nagar,177,32.22,Free Flow,Clear
2026-01-20 02:13:00,Oddanchatram Road,12,55.23,Moderate,Rainy
2026-01-20 02:17:00,Oddanchatram Road,90,37.79,Jam,Cloudy
2026-01-20 02:34:00,Palani Road,139,51.48,Moderate,Cloudy
2026-01-20 02:37:00,Oddanchatram Road,194,16.01,Jam,Rainy
2026-01-20 02:44:00,SPM Nagar,178,65.76,Jam,Rainy
2026-01-20 02:47:00,Nagalk Nagar,17,20.0,Moderate,Cloudy
2026-01-20 02:56:00,Trichy Road,103,23.33,Free Flow,Rainy
2026-01-20 03:10:00,Dindigul Bus Stand,66,26.02,Heavy,Rainy
2026-01-20 03:26:00,Begampur,105,65.99,Heavy,Rainy
2026-01-20 03:28:00,Batlagundu Road,62,23.57,Moderate,Cloudy
2026-01-20 03:39:00,Batlagundu Road,107,35.81,Free Flow,Clear
2026-01-20 03:50:00,Palani Road,61,65.26,Heavy,Clear
2026-01-20 03:58:00,Nagalk Nagar,69,45.96,Free Flow,Rainy
2026-01-20 04:06:00,SPM Nagar,164,40.63,Free Flow,Clear
2026-01-20 04:16:00,RM Colony,43,38.35,Heavy,Cloudy
2026-01-20 04:22:00,Palani Road,186,47.96,Moderate,Clear
2026-01-20 04:27:00,Palani Road,18,59.45,Jam,Cloudy
2026-01-20 04:38:00,Nagalk Nagar,118,48.03,Moderate,Clear
2026-01-20 04:38:00,RM Colony,50,26.6,Heavy,Rainy
2026-01-20 04:43:00,RM Colony,87,51.79,Free Flow,Rainy
2026-01-20 04:44:00,Nagalk Nagar,166,41.08,Heavy,Clear
2026-01-20 04:45:00,Batlagundu Road,167,51.94,Moderate,Clear
2026-01-20 04:49:00,Natham Road,137,15.13,Free Flow,Clear
